DESIGNATION,Female,Male
IR11L178,IR06L142,IR81039-B-173-U3-3
IR72022-17-2-1-2,IRRI119,CN846-6-6
IR03L315,IR70183-74-1-1-3-B,IR73887-1-8-2-1
IR02L109,IR70179-1-1-1-1,IR73887-1-8-2-1
IR03L314,IR70179-1-1-1-1,IR73887-1-8-2-1
IR02L106,IR70179-1-1-1-1,IR73885-1-4-3-2-1-6
IR03L312,IR70177-76-3-1-1,IR72869-5-2-3-1
IR02L105,IR70177-76-1-1-3,IR72884-126-1-2-3
IR02L111,IR70183-74-1-1-3-B,IR73887-1-8-2-1
IR02L110,IR70183-74-1-1-3-B,IR73887-1-8-2-1
IR03L313,IR70179-1-1-1-1,IR73885-1-4-3-2-1-6
IR02L104,IR70177-76-1-1-3,IR72884-126-1-2-3
IR70181-70-PMI3-5-3-2,IR43524-55-1-3-2,IR57519-PMI5-B-2-2
IR04L776,IR74593-14-1-1-3-1,IR72158-116-6
IR04L782,IR74118-3-1-3-2,IR01N146
IR04L775,IR74593-14-1-1-3-1,IR72158-116-6
IR04L749,UPLRI5,IR68450-36-3-2-2-3
IR04L732,IR55423-01(NSICRC9),IR72875-94-3-3-2
IR04L747,UPLRI5,IR68450-36-3-2-2-3
IR04L756,UPLRI5,IR62141-114-3-2-2-2(PSBRC80)
IR70210-39-CPA7-1-1-4-2,IR54119-SRN4-B-1-1_KHAODAWKMALI105,IR46329-SRN-31-3-2-1
IR70177-76-1-1-3,IR43524-55-1-3-2_IR54119-SRN4-B-1-1,IR46237-105-3-3-1
IR09L224,IR71700-247-1-1-2,IR72875-94-3-3-2
IR10L152,IR70181-32-PMI1-1-5-1,IRRI163
IR10L186,IRRI163,IRRI123
IR10L212,IR55423-01(NSICRC9),IR06L161
IR10L215,IR06L129,IR62141-114-3-2-2-2(PSBRC80)
IR10L357,IR78877-208-B-1-2,IR03A151
IR10L249,IR06L161,IR80508-B-57-3-B
IR11L107,IR70181-70-PMI3-5-B-2,IR11L101
IR11L108,IR77080-B-4-2-2,IR71525-19-1-1
IR11L123,IR06L164,IR81454-B-B-172
IR11L136,IR06L164,IR78985-B-6-B-B-B
IR11L138,IR70181-70-PMI3-5-B-2,BP234E-MR-11
IR11L149,IR06L142,IR81428-B-B-114
IR11L170,IR66232-75-5-1-2,IR79971-B-204-1-4
IR11L183,IR06L164,IR81454-B-B-172
IR11L186,IR77080-B-4-2-2,IR81039-B-173-U3-3
IR11L197,IR66232-75-5-1-2,IR81421-B-B-66
IR87694-18-1-2-3,IR77080-B-4-2-2,IR78933-B-24-B-B-1
IR87761-66-2-2-3,IR06L164,IR81454-B-B-172
IR11L202,IR06L142,IR78878-53-2-2-2
IR11L204,IR06L164,IR81421-B-B-66
IR11L206,IR06L164,IR81454-B-B-172
IR11L215,IR77080-B-4-2-2,IR78966-B-16-B-B-B
IR11L225,IR77298-14-1-2-10,IR81428-B-B-114
IR11L228,IR66232-75-5-1-2,IR81421-B-B-66
IR11L230,IR77080-B-4-2-2,IR78933-B-24-B-B-1
IR11L233,IR77298-14-1-2-10,BP234E-MR-11
IR11L234,IR77298-14-1-2-10,BP234E-MR-11
IR11L239,IR06L164,IR81454-B-B-172
IR11L248,IR06L164,IR79906-B-192-2-3
IR11L261,IR06L164,BP234E-MR-11
IR11L270,IR77298-14-1-2-10,IR71525-19-1-1
IR87663-2-6-1-1,IR70181-70-PMI3-5-B-2,IR78966-B-16-B-B-B
IR11L393,IR55419-04,IRRI154
IR11L345,IR11L101,IRRI154
IR11L361,IR11L101,IR05A235
IR11L336,IR11L101,IR05N372
IR11L379,IR77298-14-1-2-10,IR73546-80-2-2-2
IR11L364,IR77298-14-1-2-10,IR05A260
IR11L353,IR77298-5-6-18,IR05N343
IR11L365,IR77298-5-6-18,IR05N359
IR11L357,IR77298-5-6-18,IR05N359
IR11L359,IR77298-5-6-18,IR05N372
IR11L347,IR77298-5-6-18,IR05N372
IR11L390,IR77298-5-6-18,IR05A260
IR11L329,IR77298-5-6-18,IR05A260
IR11L392,IR77298-5-6-18,IR05A260
IR11L386,IR77298-5-6-18,IR05A260
IR11L397,IRRI123,IR05N359
IR11L374,IRRI123,IR05N359
IR11L354,IRRI123,IR05N372
IR11L325,IRRI123,IR05N372
IR11L350,IRRI123,IR05N372
IR11L340,IRRI123,IR05N372
IR11L388,IRRI123,IR06N102
IR11L387,IRRI123,IR06N102
IR11L346,IRRI123,IR06N102
IR11L344,IRRI123,IR06N102
IR11L376,IRRI123,IR06N102
IR11L378,IRRI123,IR05A260
IR11L348,IRRI123,IR05A260
IR11L396,IRRI123,MTU1010
IR11L338,IRRI123,IR05A260
IR11L341,IRRI123,IR05A260
IR11L324,IRRI123,IR05A260
IR11L389,IRRI123,IR05A260
IR11L343,IRRI123,IR05A260
IR11L362,IRRI123,IR05A260
IR11L423,IR55423-01(NSICRC9),IR73013-95-1-3-2
IR11L425,IR55423-01(NSICRC9),IR73013-95-1-3-2
IR11L434,IR55423-01(NSICRC9),IR05N131
IR88793-2-2-2-1,IR55423-01(NSICRC9),IR05N131
IR11L442,IR55423-01(NSICRC9),IR05N359
IR11L422,IR55419-04,IR05N359
IR11L408,IR55419-04,IR05N359
IR11L421,IR55419-04,IR05N359
IR88839-9-1-4-3,IR55419-04,IR05N359
IR11L432,IR55419-04,IR05N359
IR11L417,IR55419-04,IR05N359
IR88839-10-1-1-3,IR55419-04,IR05N359
IR88839-7-2-4-2,IR55419-04,IR05N359
IR11L437,IR55419-04,IR05N359
IR11L409,IR55419-04,SAMBHAMAHSURI
IR88865-18-1-5-1,IR11L101,IRRI180
IR11L418,IR11L101,IR05A235
IR88869-2-1-1-2,IR11L101,IR05N359
IR11L414,IR11L101,IR05N359
IR88869-2-2-2-2,IR11L101,IR05N359
IR88879-68-3-4-3,IR77298-14-1-2-10,IR73013-95-1-3-2
IR88960-14-1-1-4,IRRI123,IR05N131
IR88964-37-1-2-2,IRRI123,IR05N372
IR11L402,IRRI123,IR05N372
IR11L404,IRRI123,IR06N102
IR11L403,IRRI123,IR06N102
IR88965-33-3-2-2,IRRI123,IR06N102
IR88966-45-2-1-3,IRRI123,IR05A260
IR12L138,IR73885-1-4-3-2-1-6,IR08L118
IR12L155,IR73885-1-4-3-2-1-6,IR77298-14-1-2-10
IR12L224,IR73885-1-4-3-2-1-6,IR08L118
IR12L249,IR73885-1-4-3-2-1-6,IR08L118
IR71726-18-2-1-2,IR67406-15-2-6-3,IR67616-68-3-1-3
IR70210-38-CPA2-1-1-3,IR54119-SRN4-B-1-1_KHAODAWKMALI105,IR46329-SRN-31-3-2-1
IR68840-54-3-1-1-1-1,IR61033-82-3-2-2_IR60243-CPA7-1-1-1-1,IR55776-16-2-1-1-3
IR70179-10-1-1-2-3-2-2,IR43524-55-1-3-2_IR57514-SRN299-2-1-1,IR54119-SRN4-B-1-1
IR70181-3-PMI4-UBN1-B-1-2,IR43524-55-1-3-2_IR57519-PMI5-B-2-2,IR43487-11-2-3-2
IR70181-3-PMI1-UBN1-B-1-1,IR43524-55-1-3-2_IR57519-PMI5-B-2-2,IR43487-11-2-3-2
IR72862-27-3-2-3,IR63868-2-3-2-3-2,IR00A104
IR70181-26-PMI2-9-1-2,IR43524-55-1-3-2_IR57519-PMI5-B-2-2,IR43487-11-2-3-2
IR70204-32-1-B-2,IR49746-UBN-33-B-3-1_IR51052-5-2-1-1-2,IR43524-55-1-3-2
IR70849-60-1-B-2,CT6241-17-1-5-1_KDML'86G24-4-19,IR46329-SRN-31-3-2-1
IR70844-80-1-B-2,ABHAYA_IRRI119,IR43524-55-1-3-2
IR70844-72-1-B-2,ABHAYA_IRRI119,IR43524-55-1-3-2
IR86844-36-2-2-2-3,IR78878-53-2-2-2,IRRI180
IR11L133,IR78877-208-B-1-2,BASMATI385
IR11L413,IR55423-01(NSICRC9),IR73013-95-1-3-2
IR11L416,IRRI123,IR06N102
IR11L401,IRRI123,IR05A260
IR70844-12-2-B-1,ABHAYA_IRRI119,IR43524-55-1-3-2
IR09L336,IR72022-46-2-3-3-2,IR57514-PMI5-B-1-2
IR09L120,IR00A107,IR72176-140-1-2-2-3
IR87795-7-1-3-4,IRRI143,IR81412-B-B-35
IR11L184,DHAGADDESHI,IRRI180
IR108963:6-1-1-3,IR87707-446-B-B,IR69726-116-1-3(MATATAG1)
IRRI148,IR55419-4,WAYRAREM
SAHBHAGIDHAN,IR55419-4,WAYRAREM
IRRI155,IR55419-04,WAYRAREM
IRRI143,IR64_ADAYSEL,IR64
IRRI123,IR47761-27-1-3-6,PSBRC28(IR56381-139-2-2)
IR29,IR833-6-2-1-1,IR1561-149-1_IR1737
IR50,IR2153-14-1-6-2_IR28,IR36
IRRI149,IR40931-33-1-3-2,IR64
IRRI122,IR50401,IR42068-22-3-3-1-3
IRRI147,IR51511-B-B-34-B,TCCP266-2-49-B-B-3
IRRI164,IR1529-ECIA_IR65564-22-2-3,IR68
IR72,IR19661-9-2-3-3_IR15795-199-3-3,IR9129-209-2-2-2-1
IRRI163,WS91_ABHAYA,IR43070-UBN511-2-1-1-1
IRRI119,IR43581-57-3-3-6_IR26940-20-3-3-3-1,KHAODAWKMALI105
IR20,IR262-24-3,TKM6
IRRI105,IR24594-204-1-3-2-6-2,IR28222-9-2-2-2-2
NSICRC158,IR73885-1-4-3-2-1-6_IR70479-45-2-3,IR64680-81-2-2-1-3
IRRI117,IR8234-OT-9-2,IR19661-131-1-2
IR68,IR19660-73-4_IR2415-90-4-3-2,IR54
IRRI132,UPLRI5,IR12979-24-1(BROWN)
Swarna-Sub1,IR82809:227,SWARNA
VANDANA,CO22,KALAKERI
SAMBHAMAHSURI-SUB1,SAMBHAMAHSURI,IR49830-7-1-2-3
Ciherang-Sub1,CIHERANG,IRRI149
IR17L1174,BR28,BANDA
IR17L1250,HHZ8-SAL6-SAL3-Y2,BUNGAMEHU
IR17L1056,BR29,BEAQPENDJALIN
IR17L1020,HHZ8-SAL6-SAL3-Y2,BUNGAMEHU
IR17L1025,HHZ8-SAL6-SAL3-Y2,BUNGAMEHU
IR17L1078,BR28,BANDA
IR17L1075,IRRI154_IR97153-B-123-B,IRRI154_IR97152-B-280-B
IR17L1060,IRRI154_IR97153-B-123-B,IRRI154_IR97152-B-280-B
IR17L1191,IRRI154_IR97153-B-123-B,IRRI154_IR97152-B-280-B
IR17L1035,HHZ8-SAL6-SAL3-Y2,CICIHGEDU
IR17L1245,HHZ8-SAL6-SAL3-Y2,BUNGAMEHU
IR17L1004,IR91648-B-1-B-3-1_IRBB23,IR96322-34-223-B
IR17L1176,IR91648-B-1-B-3-1_IRBB23,IR96322-34-223-B
IR17L1101,BR28,ARANG
IR17L1183,HHZ8-SAL6-SAL3-Y2,BUNGAMEHU
IR17L1057,BR28,BANDA
IR17L1131,BR28,BANDA
IR17L1055,HHZ8-SAL6-SAL3-Y2,BUNGAMEHU
IR17L1228,HHZ8-SAL6-SAL3-Y2,BUNGAMEHU
IR17L1074,HHZ8-SAL6-SAL3-Y2,CICIHGEDU
IR17L1030,IRRI154_IR11L101__IRRI154_RATHUHEENATI,IRRI154_RATHUHEENATI
IR17L1222,IRRI154,WHDIS-75-1-127
IR17L1041,IR09N538_ABHAYA,IR09N538_IRBB60(IR72920-1-44-4)
IR17L1181,IR09N538_ABHAYA,IR09N538_IRBB60(IR72920-1-44-4)
IR17L1161,HHZ8-SAL6-SAL3-Y2,CICIHGEDU
IR17L1179,IRRI154,WHDIS-75-1-127
IR17L1064,HHZ8-SAL6-SAL3-Y2,BUNGAMEHU
IR17L1040,IRRI154_IR94225-B-82-B,IRRI154_IR91648-B-32-B
IR17L1256,IR09N538_ABHAYA,IR09N538_IRBB60(IR72920-1-44-4)
IR17L1148,BR29,BEAQPENDJALIN
IR17L1006,HHZ8-SAL6-SAL3-Y2,BUNGAMEHU
IR17L1010,IR73012-137-2-2-2,PSBRC10(IR50404-57-2-2-3)
IR17L1123,IR73012-137-2-2-2,PSBRC10(IR50404-57-2-2-3)
IR17L1066,IR73012-137-2-2-2,PSBRC10(IR50404-57-2-2-3)
IR17L1612,IRRI154,WHDIS-75-1-127
IR17L1116,IRRI154_IR11L101,IRRI154_RATHUHEENATI
IR17L1076,IRRI154,WHDIS-75-1-127
IR17L1171,IRRI154,WHDIS-75-1-127
IR17L1071,BR28,BANDA
IR17L1046,HHZ8-SAL6-SAL3-Y2,BUNGAMEHU
IR17L1065,HHZ8-SAL6-SAL3-Y2,BUNGAMEHU
IR17L1058,IR09N538_IR94225-B-82-B,IR09N538_IR94226-B-177-B
IR17L1037,IR09N538_ABHAYA,IR09N538_IRBB60(IR72920-1-44-4)
IR17L1029,IR09N538,WHDIS-75-1-127
IR17L1135,IR09N538,WHDIS-75-1-127
IR17L1099,IRRI154,IR97153-B-123-B
IR17L1012,BR28,BANDA
IR17L1193,IR91648-B-1-B-3-1_IRBB23,IR96322-34-223-B
IR17L1088,IR09N538_IR93312-30-101-20-3-66-6,IR09N538_IR11L101
IR17L1140,HHZ8-SAL6-SAL3-Y2,CICIHGEDU
IR17L1207,IR09N538,IR96322-34-223-B
IR17L1112,HHZ8-SAL6-SAL3-Y2,BUNGAMEHU
IR17L1247,HHZ8-SAL6-SAL3-Y2,BUNGAMEHU
IR17L1059,HHZ8-SAL6-SAL3-Y2,CICIHGEDU
IR17L1160,MTU1010,IR04N114
IR17L1124,IRRI154_IR97153-B-123-B,IRRI154_IR97152-B-280-B
IR17L1033,HHZ8-SAL6-SAL3-Y2,BUNGAMEHU
IR17L1093,IR09N538_ABHAYA,IR09N538_IRBB60(IR72920-1-44-4)
IR17L1204,IR09N538_ABHAYA,IR09N538_IRBB60(IR72920-1-44-4)
IR17L1005,HHZ8-SAL6-SAL3-Y2,CICIHGEDU
IR17L1173,IR09N538,WHDIS-75-1-127
IR17L1177,HHZ8-SAL6-SAL3-Y2,BUNGAMEHU
IR17L1158,HHZ8-SAL6-SAL3-Y2,CICIHGEDU
IR17L1208,BR29,BODER
IR17L1094,IRRI154,IR96322-34-223-B
IR17L1129,BR28,ARANG
IR17L1118,BR28,BANDA
IR17L1187,IR108073_IR105139,KALIAUS_KALINGAIII
IR17L1165,BR28,BANDA
IR17L1023,IR09N538_TADUKAN,IR09N538_RATHUHEENATI
IR17L1089,IR09N538_TADUKAN,IR09N538_RATHUHEENATI
IR17L1082,IR09N538_TADUKAN,IR09N538_RATHUHEENATI
IR17L1119,IRRI154_IR11L101,IRRI154_RATHUHEENATI
IR17L1146,HHZ8-SAL6-SAL3-Y2,BUNGAMEHU
IR17L1122,HHZ8-SAL6-SAL3-Y2,CICIHGEDU
IR17L1203,BR28,BANDA
IR17L1080,BR28,BANDA
IR17L1141,BR29,BEAQPENDJALIN
IR17L1042,BR29,BEAQPENDJALIN
IR49830-7-1-2-3,IR4568-86-1-3-2_IR26702-111-1,IR20992-7-2-2-2-2-3_IR21567-9-2-2-2-1
IR70175-31-1-1-2-4,IR43524-55-1-3-2_IR52555-UBN3-2-1,IR43487-11-2-3-2
IR70213-10-CPA4-2-2-2,IR57519-PMI5-B-2-2_IR52555-UBN3-2-1,IR43524-55-1-3-2
IR04L767,SBIR67471-M-8-1-1-1-1,RAJASHREE
IR78029-40-2-2-2-2,IR68059-66-2-3-3-3,IR69726-29-1-2-2-2(MATATAG2)
IR78127-52-1-2-3,PSBRC64(IR59552-21-3-2-2),BUSOK
IR78524-16-1-1-2,IR67406-49-2-3-1-3-3,IR72860-68-1-1-1
IR78555-56-2-2-3,IR72870-102-2-2-1-3,IR72870-19-2-2-3
IR78587-83-3-2-3,IR73718-193-1-1-3,IR72
IR78633-81-1-2-3,IR73439-11-1-3-1,PSBRC82
IR78642-74-1-2-3,IR73707-45-3-2-3,IR72869-52-1-1-1
IR79207-11-3-3-3,IR71701-28-1-4,IR73013-107-3-1-2
IR79229-3-2-2-3,IR72905-49-3-2-2,IR72158-16-3-3-1
IR79233-11-1-2-6,IR72906-32-1-3-3,IR72158-16-3-3
IR79246-47-1-3-3,IR73006-12-3-3-2,IR73707-45-3-2-3
IR79328-126-3-1-2,IR68059-66-2-3-3-3_IR69726-116-1-3(MATATAG1),IR60912-93-3-2-3-3
IR79341-91-1-2-3,IR73718-1-2-1-3_IR72,IR00A117
IR79475-24-2-3-1,IR68059-66-2-3-3-3,IR00A103
IR79475-99-2-3-3,IR68059-66-2-3-3-3,IR00A103
IR79482-88-3-1-2,IR74052-297-2-1,IR71730-51-2
GWIZUMWIMBU,IR72158-11-5-2-3,JANAKI
IR79597-56-1-2-1,IR73004-34-1-3-1,IR72225-20-3-2-3
IR80372-18-1-2-3-1,IR68,IR73885-1-4-3-2-1-6
IR80407-B-31-4,IR68815-12-PMI15-UBN2-2-1-1-3,IRRI164
IR80408-B-43-1,IR70177-76-3-1-1,IR00W102
IR80410-B-197-1,IR70181-26-PMI2-9-1-1,IR01N223
IR80410-B-62-1,IR70181-26-PMI2-9-1-1,IR01N223
IR80411-B-119-3,IR70181-26-PMI2-9-1-1,PSBRC18(IR51672-62-2-1-1-2-3)
IR80411-B-160-2,IR70181-26-PMI2-9-1-1,PSBRC18(IR51672-62-2-1-1-2-3)
IR80411-B-28-3,IR70181-26-PMI2-9-1-1,PSBRC18(IR51672-62-2-1-1-2-3)
IR80411-B-68-4,IR70181-26-PMI2-9-1-1,PSBRC18(IR51672-62-2-1-1-2-3)
IR80411-B-8-2,IR70181-26-PMI2-9-1-1,PSBRC18(IR51672-62-2-1-1-2-3)
IR80416-B-156-2,IR70204-32-1-B-2,IR71676-90-2-2
IR80416-B-70-4,IR70204-32-1-B-2,IR71676-90-2-2
IR80425-B-150-1,IR70224-1-7-1-1-1-2,IRRI143
IR80452-B-45-3,IR76306-B-R-R-R-2-2,IR00A118
IR80463-B-97-1,IR77080-B-34-3,IR73707-45-3-2-3
IR80464-B-41-4,IR77084-B-14-3,IR00A103
IR06L751,IRRI143,UPLRI7
IR82848-32,IR64,SHWETHWEYIN
IR82853-37,IR64,TYPE3
IR82855-18,IR64,BINAM
IR82861-11,IR64,FR13A
IR82868-13,IR82848-21,IR82851-2
IR82869-11,IR82848-21,IR82851-4
IR82869-28,IR82848-21,IR82851-4
IR82870-25,IR82851-16,IR82855-9
IR82870-7,IR82851-16,IR82855-9
IR82873-9,IR82851-18,IR82859-3
IR82908-22,IR64,BG300
IR82914-4,IR64,FENGAIZAN
IR82940-5,IR64,BASMATI
IR12L399,IR73885-1-4-3-2-1-6,IR08L118
IR12L140,IR73885-1-4-3-2-1-6,IR08L118
IR12L161,IR73885-1-4-3-2-1-6,IR08L118
IR12L169,IR73885-1-4-3-2-1-6,IR08L118
IR12L171,IR73885-1-4-3-2-1-6,IR08L118
IR12L174,IR73885-1-4-3-2-1-6,IR08L118
IR12L182,IR73885-1-4-3-2-1-6,IR08L118
IR12L209,IR73885-1-4-3-2-1-6,IR77298-5-6-18
IR12L206,IR73885-1-4-3-2-1-6,IR77298-5-6-18
IR12L135,IR73885-1-4-3-2-1-6,IR77298-5-6-18
IR12L139,IR73885-1-4-3-2-1-6,IR77298-5-6-18
IR12L172,IR03A262,IR77298-14-1-2-10
IR12L150,IR03A262,IR77298-14-1-2-10
IR12L151,IR03A262,TDK1
IR12L163,IRRI174,IR55419-04
IR12L378,IRRI174,IR55419-04
IR12L238,IRRI174,IR77298-14-1-2-10
IR12L124,IRRI174,IR77298-14-1-2-10
IR12L129,IRRI174,IR77298-14-1-2-10
IR12L154,IRRI174,IR77298-14-1-2-10
IR12L226,IRRI174,IR77298-14-1-2-10
IR12L194,IRRI198,IR77298-5-6-18
IR12L188,IR07A107,IR77298-5-6-18
IR12L177,IR07A107,IR77298-5-6-18
IR12L230,IR07A107,IR77298-5-6-18
IR12L216,IR77298-14-1-2-10,MTU1010
IR12L202,IR77298-14-1-2-10,MTU1010
IR12L192,IR77298-14-1-2-10,MTU1010
IR12L242,IR77298-14-1-2-10,MTU1010
IR12L211,IR77298-14-1-2-10,MTU1010
IR12L134,IR55419-04,MTU1010
IR12L168,IR55419-04,MTU1010
IR12L157,IR55419-04,MTU1010
IR12L170,IR77298-5-6-18,MTU1010
IR12L166,IR77298-5-6-18,MTU1010
IR12L142,IR77298-5-6-18,MTU1010
IR12L213,IR77298-5-6-18,MTU1010
IR12L185,IR77298-5-6-18,MTU1010
IR12L131,IR77298-5-6-18,MTU1010
IR12L148,IR77298-5-6-18,MTU1010
IR12L181,IR77298-5-6-18,MTU1010
IR12L165,IR77298-5-6-18,MTU1010
IR12L245,IR77298-5-6-18,MTU1010
IR12L146,IR77298-5-6-18,MTU1010
IR12L183,IR77298-5-6-18,MTU1010
IR12L162,IR77298-5-6-18,MTU1010
IR12L158,IR77298-5-6-18,MTU1010
IR12L186,IR77298-5-6-18,MTU1010
IR12L137,IR77298-5-6-18,MTU1010
IR12L156,IR77298-5-6-18,MTU1010
IR12L145,IR77298-5-6-18,MTU1010
IR12L149,IR77298-14-1-2-10,SAMBHAMAHSURI
IR12L133,IR77298-5-6-18,SWARNA
IR12L212,IR11L101,THADOKKHAM1
IR12L228,IR11L101,THADOKKHAM1
IR12L331,IR02A127,IR55419-04
IR12L335,IR02A127,IR55419-04
IR12L332,IR04A212,IR08L119
IR12L327,IR06N155,IR83614-1007-B-B
IR12L333,IR06N170,IR55419-04
IR12L322,IR06N170,IR55419-04
IR13L148,IRRI154,IR08L118
IR13L177,IR08L183,MTU1010
IR13L179,IR08L183,MTU1010
IR13L259,IR08L183,MTU1010
IR13L373,THADOKKHAM1,IR55419-04
IR13L302,THADOKKHAM1,IR77298-14-1-2-10
IR13L310,THADOKKHAM1,IR77298-14-1-2-10
IR13L366,THADOKKHAM1,IR77298-14-1-2-10
IR13L360,THADOKKHAM1,IR77298-14-1-2-10
IR13L199,THADOKKHAM1,IR08L119
IR13L347,THADOKKHAM1,IR08L119
IR80420-B-35-3,IR70213-9-CPA12-UBN2-1-3-1,IR71700-247-1-1-2
IR80423-B-19-4,IR70224-1-7-1-1-1-2,IR00A103
IR12L241,IR55419-04,MTU1010
IR12L153,IR77298-5-6-18,MTU1010
IR17L1267,IR111244,IR111246
IR17L1273,IR91648-B-114-B-1-B,PR35805-B-9-2-3-2-3
IR17L1274,PR37951-3B-37-1-2,CHAOMEDNYAY
IR17L1278,IR91648-B-296-B-2-1,HHZ8-SAL6-SAL3-Y2
IR17L1279,IR91648-B-114-B-1-B,PR35805-B-9-2-3-2-3
IR17L1258,IR111243,IR105146
IR17L1259,IR111242,IR105145
IR17L1261,IR111243,IR105146
IR17L1262,IR111242,IR105145
IR17L1263,IR111243,IR105146
IR17L1264,IR111242,IR105145
IR17L1265,IR111242,IR105145
IR17L1266,IR111243,IR105146
IR82298-B-B-72-2,UPLRI7_IR61920-3B-22-2-1(NSICRC106),IR64
IR82294-B-B-37-1,IR75000-69-2-1-2_IR74371-70-1-1,IR64
IR04L745,UPLRI5,IR68450-36-3-2-2-3
IR12L240,IR77298-14-1-2-10,MTU1010
IR70181-32-PMI-1-1-5-1-PCR-105,IR69237,IR43487_IR43487-11-2-3
IR02L112,IRRI119_CN846-6-6,IR63429-23-1-3-3
IR70845-53-1-B-3,ABHAYA_IRRI119,CN846-6-6
CT6510-24-1-2,P2057-F4-88-3-1_IRAT120__SUAKOKO,COL1XM312A-74-2-8-8
IR72022-46-2-3-3-2,IRRI119_CN846-6-6,IR63429-23-1-3-3
IR01L101,SPTLR80146-PRE7-1-2-2_IR43070-UBN501-2-2-2-1,KKNLR75051-PMI65-3-1-1
IR76538-147-3-B,D17-12,IC10-20
IR06L165,IR70181-26-PMI2-9-1-1,PSBRC18(IR51672-62-2-1-1-2-3)
IR06L142,IR68815-12-PMI15-UBN2-2-1-1-3,IRRI164
IR72741-19-6-B-B-3,SPTLR80146-PRE7-1-2-2_IR43070-UBN501-2-2-2-1,IR43069-UBN514-1-3-2-1
IR73009-3-1-1-3,IR65469-161-2-2-3-2-2,IR68059-5-2-1
IR02L108,IR70179-1-1-1-1,IR73885-1-4-3-2-1-6
IR03L316,IR70179-1-1-1-1_IR73885-1-4-3-2-1-6,IR70181-32-PMI1-UBN1-B-1-2
IR01L102,IR69502-15-SRN4-UBN3-B-7,KHAODAWKMALI105
SAVITHRI,PANKAIJ,JAGANNATH
IR17L1720,IR118192,IR115856
IR17L1972,IR06A145,IR74371-46-1-1
IR17L1951,HHZ8-SAL6-SAL3-Y2_IR09L342,IRBB60(IR72920-1-44-4)_IR05N419
IR17L1713,IR06N188,WHDIS-75-1-127
IR17L1920,HM95,IR74371-46-1-1
IR17L1661,IR118192,IR115856
IR17L1834,SARO5_IR09L342,IRBB60(IR72920-1-44-4)_IR09N522
IR17L1803,SARO5_IR09L342,IRBB60(IR72920-1-44-4)_IR09N522
IR17L1877,IR03A262,WHDIS-75-1-127
IR17L1695,IR06N188,WHDIS-75-1-127
IR17L1933,SARO5_IR09L342,SARO5_IR09L342__IRBB60(IR72920-1-44-4)_IR09N522
IR17L1907,IR03A262,WHDIS-75-1-127
IR17L1682,IR09N522_IR09L342,ABHAYA_HHZ5-DT20-DT2-DT1
IR17L1750,IR09N522_IR09L342,ABHAYA_HHZ5-DT20-DT2-DT1
IR17L1625,IRRI154_IR96322-34-223-B,IRRI154_IR94226-B-177
IR17L1915,IR03A262,WHDIS-75-1-127
IR17L1697,IRRI154_IR96322-34-223-B,IRRI154_IR94226-B-177
IR17L1799,IRRI154_IR96322-34-223-B,IRRI154_IR94226-B-177
IR17L1617,IRRI154_IR96322-34-223-B,IRRI154_IR94226-B-177
IR17L1931,AUSPADDY(RED)::IRGC44978-1,IRRI154
IR17L1639,IRRI154_IR96322-34-223-B,IRRI154_IR94226-B-177
IR17L1908,IRRI154_IR96322-34-223-B,IRRI154_IR94226-B-177
IR17L1837,HHZ5-DT20-DT2-DT1_IR08L216,ABHAYA_IR10N108
IR17L1839,IR93835-70-2-2-1,IR74371-46-1-1
IR17L1619,HHZ8-SAL6-SAL3-Y2_IR09L342,ABHAYA_SARO5
IR17L1905,HHZ5-DT20-DT2-DT1_IR08L216,ABHAYA_IR10N108
IR17L1634,IR91648-B-1-B-3-1,NERICA4
IR17L1815,IR91648-B-1-B-3-1,NERICA4
IR17L1624,IRRI154_IR96322-34-223-B,IRRI154_IR94226-B-177
IR17L1616,IR05N419_IR09L204,ABHAYA_HHZ8-SAL6-SAL3-Y2
IR17L1953,IRRI154,IR93312-30-101-20-3-66-6
IR17L1855,HHZ8-SAL6-SAL3-Y2_IR09L342,ABHAYA_SARO5
IR17L1983,HHZ8-SAL6-SAL3-Y2_IR09L342,IRBB60(IR72920-1-44-4)_IR05N419
IR17L1641,AUS295::IRGC29083-1,PSBRC82
IR17L1710,IRRI154_IR96322-34-223-B,IRRI154_IR94226-B-177
IR17L1934,IRRI154_IR96322-34-223-B,IRRI154_IR94226-B-177
IR17L1773,SARO5_IR09L342,IRBB60(IR72920-1-44-4)_IR09N522
IR17L1963,HHZ8-SAL6-SAL3-Y2_IR09L342,IRBB60(IR72920-1-44-4)_IR05N419
IR17L1762,IRRI154_IR96322-34-223-B,IRRI154_IR94226-B-177
IR17L1910,IR91648-B-1-B-3-1,NERICA4
IR17L1810,IRRI154,IR93312-30-101-20-3-66-6
IR17L1630,SARO5_IR09L342,SARO5_IR09L342__IRBB60(IR72920-1-44-4)_IR09N522
IR17L1747,HHZ8-SAL6-SAL3-Y2_IR09L342,HHZ8-SAL6-SAL3-Y2_IR09L342__IRBB60(IR72920-1-44-4)_IR05N419
IR17L1872,IRRI154_IR96322-34-223-B,IRRI154_IR94226-B-177
IR17L1779,IRRI154_IR96322-34-223-B,IRRI154_IR94226-B-177
IR17L1621,IRRI154_IR96322-34-223-B,IRRI154_IR94226-B-177
