S.No.,Year,Season,Treatment,Design,Study_Name,Plot_No,Rep,Entry_No,Block,Entry-Check,YKGH,Row,Col
1642,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,149,2,75,9,Entry,1685.75,,
1643,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,168,3,75,1,Entry,2444.27,,
2751,2006,WS,Stress,Alpha-Lattice,L06WS-15,21,1,75,3,Entry,317.37,,
2752,2006,WS,Stress,Alpha-Lattice,L06WS-15,122,2,75,6,Entry,396.32,,
2753,2006,WS,Stress,Alpha-Lattice,L06WS-15,214,3,75,7,Entry,314.31,,
1632,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,60,1,72,8,Entry,1987.28,,
1633,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,84,2,72,1,Entry,2572.68,,
1634,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,174,3,72,2,Entry,2206.02,,
2742,2006,WS,Stress,Alpha-Lattice,L06WS-15,19,1,72,3,Entry,165.08,,
2743,2006,WS,Stress,Alpha-Lattice,L06WS-15,156,2,72,10,Entry,781.46,,
2744,2006,WS,Stress,Alpha-Lattice,L06WS-15,202,3,72,6,Entry,334.73,,
1605,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,46,1,63,6,Entry,2934.06,,
1606,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,130,2,63,7,Entry,2306.48,,
1607,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,213,3,63,7,Entry,1853.93,,
2715,2006,WS,Stress,Alpha-Lattice,L06WS-15,5,1,63,1,Entry,640.06,,
2716,2006,WS,Stress,Alpha-Lattice,L06WS-15,110,2,63,4,Entry,555.37,,
2717,2006,WS,Stress,Alpha-Lattice,L06WS-15,188,3,63,4,Entry,846.29,,
1617,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,27,1,67,4,Entry,2714.8,,
1618,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,150,2,67,9,Entry,2422.32,,
1619,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,164,3,67,1,Entry,2674.76,,
2727,2006,WS,Stress,Alpha-Lattice,L06WS-15,44,1,67,6,Entry,932.65,,
2728,2006,WS,Stress,Alpha-Lattice,L06WS-15,123,2,67,6,Entry,803.14,,
2729,2006,WS,Stress,Alpha-Lattice,L06WS-15,181,3,67,3,Entry,1000.36,,
3642,2007,WS,Stress,Alpha-Lattice,L07WS-15,53,1,4,11,Entry,4206.33,,
3643,2007,WS,Stress,Alpha-Lattice,L07WS-15,85,2,4,4,Entry,3415.67,,
3644,2007,WS,Stress,Alpha-Lattice,L07WS-15,139,3,4,2,Entry,3683.11,,
3837,2007,WS,Non-Stress,Alpha-Lattice,L07WS-14,15,1,4,3,Entry,3218,,
3838,2007,WS,Non-Stress,Alpha-Lattice,L07WS-14,96,2,4,7,Entry,3134.56,,
3839,2007,WS,Non-Stress,Alpha-Lattice,L07WS-14,164,3,4,7,Entry,3882.46,,
4335,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,9,1,33,2,Entry,5696.76,,
4336,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,85,2,33,3,Entry,4777.78,,
4337,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,155,3,33,4,Entry,4400.46,,
4743,2007,DS,Stress,Alpha-Lattice,L07DS-27,18,1,33,3,Entry,43.27,,
4744,2007,DS,Stress,Alpha-Lattice,L07DS-27,100,2,33,5,Entry,182.69,,
4745,2007,DS,Stress,Alpha-Lattice,L07DS-27,170,3,33,6,Entry,132.5,,
5319,2008,DS,Non-Stress,Alpha-Lattice,L08DS-18,69,1,5,8,Entry,5416.2,,
5320,2008,DS,Non-Stress,Alpha-Lattice,L08DS-18,133,2,5,6,Entry,4586.6,,
5321,2008,DS,Non-Stress,Alpha-Lattice,L08DS-18,222,3,5,7,Entry,4676,,
5562,2008,DS,Stress,Alpha-Lattice,L08DS-19,44,1,5,5,Entry,478.2,,
5563,2008,DS,Stress,Alpha-Lattice,L08DS-19,117,2,5,4,Entry,534.3,,
5564,2008,DS,Stress,Alpha-Lattice,L08DS-19,197,3,5,4,Entry,439.3,,
1623,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,20,1,69,3,Entry,1950.24,,
1624,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,134,2,69,7,Entry,2561.65,,
1625,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,192,3,69,4,Entry,2559.73,,
2733,2006,WS,Stress,Alpha-Lattice,L06WS-15,26,1,69,4,Entry,1267.99,,
2734,2006,WS,Stress,Alpha-Lattice,L06WS-15,158,2,69,10,Entry,1054.38,,
2735,2006,WS,Stress,Alpha-Lattice,L06WS-15,238,3,69,10,Entry,585.36,,
4338,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,57,1,34,8,Entry,5633.62,,
4339,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,83,2,34,3,Entry,5407.41,,
4340,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,143,3,34,2,Entry,4487.07,,
4746,2007,DS,Stress,Alpha-Lattice,L07DS-27,22,1,34,3,Entry,47.5,,
4747,2007,DS,Stress,Alpha-Lattice,L07DS-27,114,2,34,7,Entry,25,,
4748,2007,DS,Stress,Alpha-Lattice,L07DS-27,130,3,34,1,Entry,30,,
17473,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,208,1,7,52,Entry,1705.4,3,60
17769,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,301,2,7,2,Entry,3162.8,1,79
19265,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,290,1,7,4,Entry,4281.217949,4,47
19659,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,153,1,7,2,Entry,667.8085868,2,65
17474,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,171,1,8,43,Entry,1960.6,3,23
17770,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,543,2,8,62,Entry,2138.9,4,99
19266,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,205,1,8,3,Entry,5099.186992,3,43
19660,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,14,1,8,1,Entry,83.31271648,1,14
439,2004,DS,Stress,Alpha-lattice,L04DS-07A,10,1,33,2,Entry,1496.7,,
440,2004,DS,Stress,Alpha-lattice,L04DS-07A,55,2,33,3,Entry,2900.4,,
515,2005,DS,Stress,Alpha-lattice,L05DS-18,42,1,15,7,Entry,566.19,,
516,2005,DS,Stress,Alpha-lattice,L05DS-18,52,2,15,2,Entry,1662.62,,
517,2005,DS,Stress,Alpha-lattice,L05DS-18,104,3,15,4,Entry,1618.88,,
518,2005,DS,Stress,Alpha-lattice,L05DS-18,139,4,15,3,Entry,2857.99,,
435,2004,DS,Stress,Alpha-lattice,L04DS-07A,6,1,31,1,Entry,3100.6,,
436,2004,DS,Stress,Alpha-lattice,L04DS-07A,79,2,31,7,Entry,3439.1,,
563,2005,DS,Stress,Alpha-lattice,L05DS-18,18,1,27,3,Entry,3257.02,,
564,2005,DS,Stress,Alpha-lattice,L05DS-18,70,2,27,5,Entry,2391.18,,
565,2005,DS,Stress,Alpha-lattice,L05DS-18,110,3,27,5,Entry,3000.53,,
566,2005,DS,Stress,Alpha-lattice,L05DS-18,168,4,27,7,Entry,2892.66,,
4041,2007,DS,Non-Stress,Alpha-Lattice,L07DS-23,57,1,7,7,Entry,3769.23,,
4042,2007,DS,Non-Stress,Alpha-Lattice,L07DS-23,131,2,7,7,Entry,4752.4,,
4043,2007,DS,Non-Stress,Alpha-Lattice,L07DS-23,149,3,7,1,Entry,5394.23,,
4449,2007,DS,Stress,Alpha-Lattice,L07DS-26,48,1,7,6,Check,2387.02,,
4450,2007,DS,Stress,Alpha-Lattice,L07DS-26,129,2,7,7,Check,2378.71,,
4451,2007,DS,Stress,Alpha-Lattice,L07DS-26,196,3,7,6,Check,2710,,
437,2004,DS,Stress,Alpha-lattice,L04DS-07A,5,1,32,1,Entry,3004.8,,
438,2004,DS,Stress,Alpha-lattice,L04DS-07A,59,2,32,3,Entry,3315.6,,
547,2005,DS,Stress,Alpha-lattice,L05DS-18,26,1,23,5,Entry,3095.04,,
548,2005,DS,Stress,Alpha-lattice,L05DS-18,54,2,23,2,Entry,3112.37,,
549,2005,DS,Stress,Alpha-lattice,L05DS-18,86,3,23,1,Entry,3376.03,,
550,2005,DS,Stress,Alpha-lattice,L05DS-18,152,4,23,5,Entry,3023.5,,
732,2005,DS,Stress,Alpha-lattice,L05DS-19,15,1,36,3,Entry,3366.29,,
733,2005,DS,Stress,Alpha-lattice,L05DS-19,100,2,36,4,Entry,3621.76,,
734,2005,DS,Stress,Alpha-lattice,L05DS-19,190,3,36,6,Entry,2630.83,,
1059,2005,DS,Non-Stress,Alpha-lattice,L05DS-24,62,1,68,9,Entry,4046.02,,
1060,2005,DS,Non-Stress,Alpha-lattice,L05DS-24,93,2,68,3,Entry,4896.07,,
1061,2005,DS,Non-Stress,Alpha-lattice,L05DS-24,200,3,68,7,Entry,3943.59,,
1299,2006,DS,Stress,Alpha-lattice,L06DS-14,24,1,71,3,Entry,1122.3,,
1300,2006,DS,Stress,Alpha-lattice,L06DS-14,203,2,71,10,Entry,245.22,,
1301,2006,DS,Stress,Alpha-lattice,L06DS-14,236,3,71,2,Entry,1730.01,,
1590,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,19,1,58,3,Entry,2809.69,,
1591,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,87,2,58,1,Entry,2673.23,,
1592,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,177,3,58,3,Entry,2543.71,,
2139,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,15,1,71,2,Entry,8854.84,,
2140,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,123,2,71,2,Entry,4654.76,,
2141,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,242,3,71,3,Entry,3909.6,,
2700,2006,WS,Stress,Alpha-Lattice,L06WS-15,6,1,58,1,Entry,2051.08,,
2701,2006,WS,Stress,Alpha-Lattice,L06WS-15,104,2,58,3,Entry,313.92,,
2702,2006,WS,Stress,Alpha-Lattice,L06WS-15,209,3,58,7,Entry,645.83,,
4341,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,32,1,35,4,Entry,7141.2,,
4342,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,111,2,35,6,Entry,6171.17,,
4343,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,168,3,35,5,Entry,7316.86,,
4749,2007,DS,Stress,Alpha-Lattice,L07DS-27,32,1,35,4,Entry,2923.68,,
4750,2007,DS,Stress,Alpha-Lattice,L07DS-27,81,2,35,3,Entry,2080,,
4751,2007,DS,Stress,Alpha-Lattice,L07DS-27,136,3,35,1,Entry,445,,
1302,2006,DS,Stress,Alpha-lattice,L06DS-14,38,1,72,4,Entry,431.72,,
1303,2006,DS,Stress,Alpha-lattice,L06DS-14,189,2,72,8,Entry,120.83,,
1304,2006,DS,Stress,Alpha-lattice,L06DS-14,228,3,72,1,Entry,633.82,,
2142,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,38,1,72,4,Entry,2418.85,,
2143,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,132,2,72,3,Entry,2544.02,,
2144,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,308,3,72,9,Entry,2103.9,,
1710,2006,DS,Stress,Alpha-lattice,L06DS-15,34,1,18,4,Entry,282.1,,
1711,2006,DS,Stress,Alpha-lattice,L06DS-15,96,2,18,1,Entry,321,,
1712,2006,DS,Stress,Alpha-lattice,L06DS-15,199,3,18,3,Entry,368,,
2310,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,14,1,18,2,Entry,2185.5,,
2311,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,112,2,18,3,Entry,1826.5,,
2312,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,224,3,18,5,Entry,2236.2,,
1308,2006,DS,Stress,Alpha-lattice,L06DS-14,36,1,74,4,Entry,385.33,,
1309,2006,DS,Stress,Alpha-lattice,L06DS-14,124,2,74,2,Entry,567.61,,
1310,2006,DS,Stress,Alpha-lattice,L06DS-14,256,3,74,4,Entry,484.21,,
2148,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,29,1,74,3,Entry,1870.43,,
2149,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,145,2,74,4,Entry,2645.81,,
2150,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,257,3,74,4,Entry,2572.34,,
1788,2006,DS,Stress,Alpha-lattice,L06DS-15,83,1,44,10,Entry,148.4,,
1789,2006,DS,Stress,Alpha-lattice,L06DS-15,152,2,44,7,Entry,104.3,,
1790,2006,DS,Stress,Alpha-lattice,L06DS-15,268,3,44,10,Entry,513.1,,
2388,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,8,1,44,1,Entry,1222.8,,
2389,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,146,2,44,7,Entry,339,,
2390,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,212,3,44,4,Entry,638.7,,
1785,2006,DS,Stress,Alpha-lattice,L06DS-15,64,1,43,8,Entry,210.5,,
1786,2006,DS,Stress,Alpha-lattice,L06DS-15,97,2,43,1,Entry,511.3,,
1787,2006,DS,Stress,Alpha-lattice,L06DS-15,213,3,43,4,Entry,68.8,,
2385,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,27,1,43,3,Entry,773.6,,
2386,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,105,2,43,2,Entry,2111,,
2387,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,199,3,43,3,Entry,384.6,,
1503,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,63,1,29,8,Entry,1787.07,,
1504,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,90,2,29,2,Entry,2333.97,,
1505,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,215,3,29,7,Entry,1780.53,,
1704,2006,DS,Stress,Alpha-lattice,L06DS-15,39,1,16,5,Entry,0,,
1705,2006,DS,Stress,Alpha-lattice,L06DS-15,164,2,16,9,Entry,612,,
1706,2006,DS,Stress,Alpha-lattice,L06DS-15,261,3,16,9,Entry,409.6,,
2304,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,5,1,16,1,Entry,3420.4,,
2305,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,115,2,16,3,Entry,3022.7,,
2306,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,242,3,16,7,Entry,1884.3,,
2613,2006,WS,Stress,Alpha-Lattice,L06WS-15,27,1,29,4,Entry,637.26,,
2614,2006,WS,Stress,Alpha-Lattice,L06WS-15,133,2,29,7,Entry,953.49,,
2615,2006,WS,Stress,Alpha-Lattice,L06WS-15,193,3,29,5,Entry,264.24,,
1791,2006,DS,Stress,Alpha-lattice,L06DS-15,68,1,45,8,Entry,0,,
1792,2006,DS,Stress,Alpha-lattice,L06DS-15,122,2,45,4,Entry,639.7,,
1793,2006,DS,Stress,Alpha-lattice,L06DS-15,188,3,45,1,Entry,127.9,,
2391,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,47,1,45,6,Entry,2623.3,,
2392,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,155,2,45,8,Entry,2348.5,,
2393,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,205,3,45,3,Entry,2747.8,,
1824,2006,DS,Stress,Alpha-lattice,L06DS-15,7,1,56,1,Entry,0,,
1825,2006,DS,Stress,Alpha-lattice,L06DS-15,158,2,56,8,Entry,48.8,,
1826,2006,DS,Stress,Alpha-lattice,L06DS-15,190,3,56,2,Entry,0,,
2424,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,21,1,56,3,Entry,2595.5,,
2425,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,171,2,56,9,Entry,643.7,,
2426,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,222,3,56,5,Entry,1779.2,,
1509,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,51,1,31,7,Entry,3428.22,,
1510,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,109,2,31,4,Entry,3025.66,,
1511,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,222,3,31,8,Entry,2673.17,,
1818,2006,DS,Stress,Alpha-lattice,L06DS-15,30,1,54,4,Entry,0,,
1819,2006,DS,Stress,Alpha-lattice,L06DS-15,117,2,54,3,Entry,24.2,,
1820,2006,DS,Stress,Alpha-lattice,L06DS-15,243,3,54,7,Entry,0,,
2418,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,45,1,54,5,Entry,3379.5,,
2419,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,109,2,54,3,Entry,2807.4,,
2420,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,190,3,54,2,Entry,3796.3,,
2619,2006,WS,Stress,Alpha-Lattice,L06WS-15,8,1,31,1,Entry,550.13,,
2620,2006,WS,Stress,Alpha-Lattice,L06WS-15,91,2,31,2,Entry,265.86,,
2621,2006,WS,Stress,Alpha-Lattice,L06WS-15,233,3,31,10,Entry,648.66,,
1812,2006,DS,Stress,Alpha-lattice,L06DS-15,87,1,52,10,Entry,179.7,,
1813,2006,DS,Stress,Alpha-lattice,L06DS-15,135,2,52,5,Entry,306.6,,
1814,2006,DS,Stress,Alpha-lattice,L06DS-15,197,3,52,2,Entry,302.8,,
2412,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,73,1,52,9,Entry,1935.8,,
2413,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,131,2,52,5,Entry,383.5,,
2414,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,218,3,52,5,Entry,803.3,,
1794,2006,DS,Stress,Alpha-lattice,L06DS-15,51,1,46,6,Entry,457.4,,
1795,2006,DS,Stress,Alpha-lattice,L06DS-15,171,2,46,9,Entry,0,,
1796,2006,DS,Stress,Alpha-lattice,L06DS-15,238,3,46,7,Entry,377.3,,
2394,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,58,1,46,7,Entry,4007,,
2395,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,130,2,46,5,Entry,739.6,,
2396,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,185,3,46,1,Entry,2254.4,,
1311,2006,DS,Stress,Alpha-lattice,L06DS-14,16,1,75,2,Entry,803.81,,
1312,2006,DS,Stress,Alpha-lattice,L06DS-14,168,2,75,6,Entry,323.24,,
1313,2006,DS,Stress,Alpha-lattice,L06DS-14,240,3,75,2,Entry,772.47,,
1518,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,61,1,34,8,Entry,1863.22,,
1519,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,144,2,34,8,Entry,1785.34,,
1520,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,161,3,34,1,Entry,2170.11,,
2151,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,40,1,75,4,Entry,2735.66,,
2152,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,214,2,75,11,Entry,3176.37,,
2153,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,230,3,75,1,Entry,3294.14,,
2628,2006,WS,Stress,Alpha-Lattice,L06WS-15,34,1,34,5,Entry,999.68,,
2629,2006,WS,Stress,Alpha-Lattice,L06WS-15,120,2,34,5,Entry,663.69,,
2630,2006,WS,Stress,Alpha-Lattice,L06WS-15,194,3,34,5,Entry,295.05,,
1527,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,42,1,37,6,Entry,2554.08,,
1528,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,100,2,37,3,Entry,2782.48,,
1529,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,201,3,37,6,Entry,2798.62,,
1725,2006,DS,Stress,Alpha-lattice,L06DS-15,73,1,23,9,Entry,230.4,,
1726,2006,DS,Stress,Alpha-lattice,L06DS-15,173,2,23,10,Entry,146.4,,
1727,2006,DS,Stress,Alpha-lattice,L06DS-15,234,3,23,6,Entry,139,,
2325,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,11,1,23,2,Entry,5116.2,,
2326,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,135,2,23,5,Entry,3698.3,,
2327,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,246,3,23,8,Entry,3314.7,,
2637,2006,WS,Stress,Alpha-Lattice,L06WS-15,69,1,37,9,Entry,769.86,,
2638,2006,WS,Stress,Alpha-Lattice,L06WS-15,113,2,37,5,Entry,646.28,,
2639,2006,WS,Stress,Alpha-Lattice,L06WS-15,216,3,37,7,Entry,270.82,,
1317,2006,DS,Stress,Alpha-lattice,L06DS-14,50,1,77,5,Entry,403.16,,
1318,2006,DS,Stress,Alpha-lattice,L06DS-14,142,2,77,4,Entry,491.22,,
1319,2006,DS,Stress,Alpha-lattice,L06DS-14,223,3,77,1,Entry,1156.62,,
1530,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,40,1,38,5,Entry,1948.5,,
1531,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,121,2,38,6,Entry,2302.58,,
1532,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,173,3,38,2,Entry,1886.27,,
2157,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,8,1,77,1,Entry,3014.74,,
2158,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,198,2,77,9,Entry,2046.51,,
2159,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,228,3,77,1,Entry,2991.1,,
2640,2006,WS,Stress,Alpha-Lattice,L06WS-15,38,1,38,5,Entry,1594.38,,
2641,2006,WS,Stress,Alpha-Lattice,L06WS-15,82,2,38,1,Entry,466.08,,
2642,2006,WS,Stress,Alpha-Lattice,L06WS-15,168,3,38,1,Entry,459.21,,
4353,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,94,2,39,4,Entry,5048.61,,
4354,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,176,3,39,6,Entry,4266.2,,
4355,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,10,1,39,2,Entry,3824.07,,
4761,2007,DS,Stress,Alpha-Lattice,L07DS-27,40,1,39,5,Entry,420.67,,
4762,2007,DS,Stress,Alpha-Lattice,L07DS-27,111,2,39,6,Entry,427.88,,
4763,2007,DS,Stress,Alpha-Lattice,L07DS-27,156,3,39,4,Entry,232.5,,
1689,2006,DS,Stress,Alpha-lattice,L06DS-15,67,1,11,8,Entry,180.3,,
1690,2006,DS,Stress,Alpha-lattice,L06DS-15,178,2,11,10,Entry,614.6,,
1691,2006,DS,Stress,Alpha-lattice,L06DS-15,204,3,11,3,Entry,203.9,,
2289,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,40,1,11,5,Entry,1133.5,,
2290,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,172,2,11,10,Entry,1922.3,,
2291,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,213,3,11,4,Entry,3173,,
1533,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,7,1,39,1,Entry,1871.28,,
1534,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,102,2,39,3,Entry,2228.19,,
1535,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,217,3,39,8,Entry,2170,,
1734,2006,DS,Stress,Alpha-lattice,L06DS-15,50,1,26,6,Entry,950.3,,
1735,2006,DS,Stress,Alpha-lattice,L06DS-15,91,2,26,1,Entry,24.5,,
1736,2006,DS,Stress,Alpha-lattice,L06DS-15,183,3,26,1,Entry,0,,
2334,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,87,1,26,10,Entry,3193.9,,
2335,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,129,2,26,5,Entry,2059.7,,
2336,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,198,3,26,2,Entry,3344.8,,
2643,2006,WS,Stress,Alpha-Lattice,L06WS-15,30,1,39,4,Entry,1060.76,,
2644,2006,WS,Stress,Alpha-Lattice,L06WS-15,127,2,39,6,Entry,644.26,,
2645,2006,WS,Stress,Alpha-Lattice,L06WS-15,190,3,39,4,Entry,492.23,,
3288,2007,WS,Non-Stress,Alpha-Lattice,L07WS-12,68,1,94,9,Entry,4069.97,,
3289,2007,WS,Non-Stress,Alpha-Lattice,L07WS-12,107,2,94,1,Entry,3513.67,,
3290,2007,WS,Non-Stress,Alpha-Lattice,L07WS-12,214,3,94,1,Entry,4247.32,,
3600,2007,WS,Stress,Alpha-Lattice,L07WS-13,88,1,94,11,Entry,3289.17,,
3601,2007,WS,Stress,Alpha-Lattice,L07WS-13,132,2,94,4,Entry,4210,,
3602,2007,WS,Stress,Alpha-Lattice,L07WS-13,280,3,94,9,Entry,3587.67,,
4356,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,71,2,40,1,Entry,5400.86,,
4357,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,150,3,40,3,Entry,5618.06,,
4358,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,42,1,40,6,Entry,4840.52,,
4764,2007,DS,Stress,Alpha-Lattice,L07DS-27,50,1,40,7,Entry,161.06,,
4765,2007,DS,Stress,Alpha-Lattice,L07DS-27,74,2,40,2,Entry,235,,
4766,2007,DS,Stress,Alpha-Lattice,L07DS-27,159,3,40,4,Entry,235,,
5325,2008,DS,Non-Stress,Alpha-Lattice,L08DS-18,8,1,7,1,Entry,4384.2,,
5326,2008,DS,Non-Stress,Alpha-Lattice,L08DS-18,107,2,7,3,Entry,5633.8,,
5327,2008,DS,Non-Stress,Alpha-Lattice,L08DS-18,187,3,7,3,Entry,4121.5,,
5568,2008,DS,Stress,Alpha-Lattice,L08DS-19,12,1,7,2,Entry,1035.3,,
5569,2008,DS,Stress,Alpha-Lattice,L08DS-19,142,2,7,7,Entry,2628.6,,
5570,2008,DS,Stress,Alpha-Lattice,L08DS-19,178,3,7,2,Entry,1337.7,,
5802,2008,WS,Non-Stress,Alpha-Lattice,L08WS-10,20,1,4,4,Entry,3876.09,,
5803,2008,WS,Non-Stress,Alpha-Lattice,L08WS-10,74,2,4,4,Entry,3833.03,,
5804,2008,WS,Non-Stress,Alpha-Lattice,L08WS-10,126,3,4,4,Entry,4656.54,,
5967,2008,WS,Stress,Alpha-Lattice,L08WS-11,29,1,4,6,Entry,3942.53,,
5968,2008,WS,Stress,Alpha-Lattice,L08WS-11,95,2,4,8,Entry,4415.07,,
5969,2008,WS,Stress,Alpha-Lattice,L08WS-11,161,3,4,11,Entry,3312.32,,
1740,2006,DS,Stress,Alpha-lattice,L06DS-15,6,1,28,1,Entry,0,,
1741,2006,DS,Stress,Alpha-lattice,L06DS-15,104,2,28,2,Entry,389.5,,
1742,2006,DS,Stress,Alpha-lattice,L06DS-15,227,3,28,6,Entry,2.6,,
2340,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,77,1,28,9,Entry,2126.7,,
2341,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,93,2,28,1,Entry,2066.6,,
2342,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,256,3,28,9,Entry,1493.4,,
1536,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,66,1,40,9,Entry,2667.44,,
1537,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,157,2,40,10,Entry,1042.63,,
1538,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,188,3,40,4,Entry,2094.41,,
1680,2006,DS,Stress,Alpha-lattice,L06DS-15,27,1,8,3,Entry,81.8,,
1681,2006,DS,Stress,Alpha-lattice,L06DS-15,157,2,8,8,Entry,210.9,,
